"rain" "evaporation" "flow"
"2938" 0 2.4681 0.09037234
"2939" 0 2.2231 0.089117908
"2940" 0 4.1672 0.089117908
"2941" 0 0.4744 0.089117908
"2942" 6.5099 2.7564 0.089117908
"2943" 1.7923 3.0045 0.089117908
"2944" 1.2763 1.6712 0.09037234
"2945" 0 3.7455 0.092885638
"2946" 0 3.9905 0.092885638
"2947" 0 2.6696 0.09037234
"2948" 14.6229 1.6402 0.094140071
"2949" 0 1.1968 0.1016711
"2950" 0 3.2959 0.11171099
"2951" 0 2.7068 0.1079477
"2952" 5e-04 1.8324 0.10292553
"2953" 6.5027 3.4261 0.10417996
"2954" 1.2091 3.2525 0.10417996
"2955" 0 2.4743 0.10417996
"2956" 0 1.7332 0.10417996
"2957" 0 2.2603 0.10292553
"2958" 0 1.4511 0.099162234
"2959" 7.5701 0.9364 0.1016711
"2960" 19.6561 0.7782 0.11798759
"2961" 0 3.1285 0.14685727
"2962" 0 2.7378 0.16066489
"2963" 0 2.5456 0.13807181
"2964" 0 2.4712 0.12049645
"2965" 0 2.3378 0.11924202
"2966" 0 2.2076 0.11798759
"2967" 0 2.0526 0.11547872
"2968" 0.0295 1.2402 0.11171099
"2969" 0.6674 0.9457 0.11171099
"2970" 1.0076 1.2929 0.11045656
"2971" 0 2.7223 0.1079477
"2972" 0 1.7735 0.1079477
"2973" 0 2.0588 0.1079477
"2974" 6.816 1.8697 0.10669326
"2975" 0 3.2122 0.10669326
"2976" 0 2.4216 0.10669326
"2977" 0 2.5673 0.10669326
"2978" 0 2.8587 0.10669326
"2979" 0 2.0898 0.1079477
"2980" 0 1.9441 0.10669326
"2981" 0 1.7704 0.10417996
"2982" 0 0.9798 0.10669326
"2983" 0 1.9689 0.1079477
"2984" 0 2.0991 0.1079477
"2985" 0 2.158 0.1079477
"2986" 0 1.7084 0.1079477
"2987" 0 0.9984 0.1079477
"2988" 0 0.9798 0.1079477
"2989" 0 1.5813 0.11045656
"2990" 0 2.1487 0.11171099
"2991" 0 0.8341 0.11171099
"2992" 0 0.9054 0.11045656
"2993" 0 1.3643 0.1079477
"2994" 1.2842 0.7782 0.11045656
"2995" 0.202 0.9736 0.11171099
"2996" 25.0209 0.2604 0.13304965
"2997" 0.1839 0.1674 0.18828014
"2998" 0.063 1.1596 0.22844415
"2999" 0 1.9968 0.20208777
"3000" 4.1898 1.4356 0.18576684
"3001" 0.4389 0.6697 0.17195922
"3002" 7.9362 0.2729 0.16066489
"3003" 5.8805 0.3504 0.17195922
"3004" 26.5996 0.307 0.18325798
"3005" 40.9526 0.5674 0.31128546
"3006" 3.8008 0.3535 1.4685727
"3007" 0 1.7735 2.974805
"3008" 0 1.8169 4.0040603
"3009" 0 1.8231 4.0919238
"3010" 0 2.3937 2.409969
"3011" 0 2.9828 1.4434707
"3012" 0 2.4929 0.72424645
"3013" 0 2.3409 0.47195035
"3014" 0 2.1239 0.37530142
"3015" 0 1.3891 0.32383865
"3016" 0 1.6774 0.28869238
"3017" 0.0046 1.2247 0.26484486
"3018" 8.3095 0.9116 0.25103723
"3019" 1.831 1.1007 0.25103723
"3020" 0.6025 0.1612 0.2598227
"3021" 0 0.9705 0.2560594
"3022" 0 0.9054 0.25355053
"3023" 0 1.6805 0.23597518
"3024" 0.0924 1.9193 0.22593528
"3025" 0 1.7177 0.21589096
"3026" 0 0.7565 0.20459663
"3027" 0 0.8682 0.19957447
"3028" 0.1092 0.6418 0.19455674
"3029" 0 0.4806 0.18953457
"3030" 0 0.3318 0.18828014
"3031" 0 1.1472 0.18074911
"3032" 0 1.6619 0.17698138
"3033" 0 1.9348 0.17447252
"3034" 1.8346 0.5736 0.16945035
"3035" 3.9729 0.7503 0.17195922
"3036" 7.5095 0.7875 0.18325798
"3037" 0 0.7906 0.18953457
"3038" 8.058 0.555 0.19957447
"3039" 19.3846 0.1798 0.26484486
"3040" 2.2901 0.431 0.54475177
"3041" 0.0378 1.4046 1.3932624
"3042" 0.1343 1.1286 1.7447163
"3043" 1.748 1.0945 1.1673271
"3044" 6.1527 1.386 0.7029078
"3045" 0.7394 2.0278 0.52592642
"3046" 12.1224 1.6619 0.54475177
"3047" 13.1529 0.2977 0.87863475
"3048" 2.0685 1.8324 1.1924335
"3049" 0 2.0247 1.1171188
"3050" 0.3317 1.0108 0.99536791
"3051" 0.3527 0.9333 0.85604167
"3052" 0.0189 2.0805 0.62257535
"3053" 0 2.1115 0.56358156
"3054" 0 1.8541 0.50709663
"3055" 2.864 1.9906 0.47195035
"3056" 1.2818 2.0092 0.42048759
"3057" 0 0.8527 0.37906915
"3058" 0 3.0479 0.32635195
"3059" 0 2.6572 0.29246011
"3060" 4.4996 1.8448 0.26233599
"3061" 0.3201 0.9333 0.24852837
"3062" 0 1.6092 0.24350621
"3063" 7.2074 0.9426 0.24350621
"3064" 0.0048 0.5891 0.2598227
"3065" 0 1.3115 0.26484486
"3066" 0 2.7347 0.26484486
"3067" 0 2.2045 0.25355053
"3068" 0 0.4806 0.23346631
"3069" 0.2797 0.8527 0.22091312
"3070" 16.7026 1.1627 0.24099734
"3071" 0.1947 2.2634 0.26233599
"3072" 0.1517 0.7441 0.2560594
"3073" 0 2.2975 0.25103723
"3074" 0 3.3486 0.2598227
"3075" 9.2136 2.927 0.2460195
"3076" 1.9348 0.6077 0.33262411
"3077" 0.418 1.5317 0.32886082
"3078" 0.7704 0.648 0.28869238
"3079" 0 2.9177 0.27237589
"3080" 3.3201 0.8093 0.26735372
"3081" 0.0029 3.0045 0.25103723
"3082" 0 3.6773 0.23848848
"3083" 0 2.0836 0.22844415
"3084" 10.8621 1.2836 0.21840426
"3085" 2.1169 0.431 0.22342199
"3086" 4.0027 0.8589 0.25103723
"3087" 0.0529 2.1642 0.52592642
"3088" 0 4.9764 0.52592642
"3089" 0 3.0014 0.39413121
"3090" 0.8444 1.1286 0.31128546
"3091" 8.3102 1.2557 0.28116135
"3092" 0 1.8262 0.27865248
"3093" 0 1.6309 0.26986702
"3094" 32.0565 1.417 0.36274823
"3095" 0 3.1688 0.92382092
"3096" 17.2545 1.0728 1.7447163
"3097" 4.2662 1.7239 2.3346543
"3098" 0 3.9874 2.5480408
"3099" 0.084 3.5843 2.5480408
"3100" 0 3.8571 2.0585151
"3101" 0 0.831 1.3681605
"3102" 0 4.0432 0.74558511
"3103" 0 2.1146 0.52592642
"3104" 55.1594 2.2076 0.44810284
"3105" 0.5925 5.2586 2.5354876
"3106" 0.084 2.5394 4.3555142
"3107" 1.2342 2.3068 6.0500222
"3108" 68.219 0.986 8.9118617
"3109" 0 5.1222 11.472447
"3110" 0 2.375 10.568715
"3111" 0 1.2433 9.3135239
"3112" 1.2511 1.7487 5.0082137
"3113" 0 4.5455 2.7614229
"3114" 0 1.5627 1.9329965
"3115" 0.021 2.7967 1.1422252
"3116" 0 3.9408 0.85604167
"3117" 1.0138 2.8835 0.72424645
"3118" 0.3843 3.0076 0.62257535
"3119" 0 5.457 0.56358156
"3120" 4.7111 0.9054 0.52592642
"3121" 12.4853 2.4681 0.52592642
"3122" 4.2361 3.9532 0.62257535
"3123" 0 3.9284 0.60249113
"3124" 7.3655 1.9813 0.54475177
"3125" 3.9658 2.837 1.0669105
"3126" 0 1.9348 1.3430541
"3127" 0 3.5223 0.99536791
"3128" 0 2.7223 0.60249113
"3129" 0 3.2029 0.4506117
"3130" 0 2.989 0.38408688
"3131" 0 3.4354 0.33890071
"3132" 1.8557 2.5363 0.3087766
"3133" 0 3.0448 0.29748227
"3134" 13.6379 1.4201 0.28618351
"3135" 16.7717 1.3488 0.27237589
"3136" 20.5838 2.927 0.53722074
"3137" 16.4782 2.775 6.5018927
"3138" 0 3.5099 5.9496099
"3139" 0 4.8772 5.5730496
"3140" 0 4.3966 5.1964938
"3141" 0 3.4323 3.2007402
"3142" 0.0336 3.9222 1.6191977
"3143" 6.9889 1.4511 0.83344858
"3144" 1.5043 1.7177 0.66273936
"3145" 0 3.9905 0.68282358
"3146" 0 3.6587 0.74558511
"3147" 4.0767 3.8912 0.8108555
"3148" 0.2351 4.0494 0.48952571
"3149" 0.4618 3.5471 0.39161791
"3150" 0 4.4369 0.38157801
"3151" 0.5731 5.7206 0.30626773
"3152" 0.126 4.8927 0.28116135
"3153" 14.2617 4.1982 0.2460195
"3154" 0 5.0291 0.26233599
"3155" 0 5.7237 0.23597518
"3156" 0 5.1532 0.21589096
"3157" 5.9761 3.4261 0.19957447
"3158" 24.1678 3.5378 0.21338209
"3159" 0.5668 4.4338 0.34768617
"3160" 4.9415 2.5518 0.28869238
"3161" 0 4.7067 0.33262411
"3162" 0 2.6107 0.26986702
"3163" 0 6.4182 0.21840426
"3164" 0 5.6648 0.19204344
"3165" 0 4.6602 0.18074911
"3166" 4.2781 1.5596 0.16945035
"3167" 1.5273 1.9317 0.16568706
"3168" 2.9793 1.2836 0.16819592
"3169" 6.7125 2.7719 0.16317376
"3170" 0.5558 2.4278 0.16945035
"3171" 0.2519 1.8976 0.18325798
"3172" 0.0047 2.096 0.16819592
"3173" 0.3134 3.7579 0.1543883
"3174" 0.5778 4.4772 0.14685727
"3175" 0.249 5.3485 0.14058067
"3176" 0 5.5252 0.13430408
"3177" 0 5.8973 0.12677305
"3178" 0.0504 5.4756 0.12049645
"3179" 0 5.8787 0.11547872
"3180" 2.8502 4.4338 0.11045656
"3181" 0 6.102 0.1079477
"3182" 0 4.2323 0.10417996
"3183" 0.3601 3.7362 0.099162234
"3184" 8.976 5.8074 0.097903369
"3185" 6.8516 5.1005 0.10292553
"3186" 4.2319 2.8277 0.13430408
"3187" 15.8823 3.8199 0.14058067
"3188" 3.3335 4.0029 0.27865248
"3189" 0 2.7068 0.31128546
"3190" 0 1.9348 0.31128546
"3191" 2.7919 2.1022 0.20208777
"3192" 24.9399 2.2417 0.17447252
"3193" 84.0322 3.9905 2.7865248
"3194" 0 5.0074 4.5437943
"3195" 0 4.2726 3.6777128
"3196" 0 5.5687 2.8994947
"3197" 1.1314 5.5655 1.9957535
"3198" 0 2.8928 1.3179521
"3199" 0 3.5502 0.62257535
"3200" 1.9984 6.4089 0.3978945
"3201" 0 8.1173 0.3087766
"3202" 0 8.0863 0.26233599
"3203" 0 6.2136 0.22844415
"3204" 0 6.0027 0.20459663
"3205" 0.4996 6.0213 0.18576684
"3206" 0 5.5966 0.17195922
"3207" 0 8.1483 0.16317376
"3208" 0 7.1313 0.150625
"3209" 1.207 5.4756 0.14058067
"3210" 6.4885 5.6524 0.13430408
"3211" 4.1291 4.3253 0.1481117
"3212" 5.1556 4.6664 0.16066489
"3213" 3.4678 3.4323 0.17447252
"3214" 3.4804 3.5967 0.15941046
"3215" 2.353 2.0588 0.20459663
"3216" 5.4643 1.6278 0.19204344
"3217" 0 2.527 0.16819592
"3218" 15.5251 3.2711 0.14685727
"3219" 4.8516 3.5347 0.1481117
"3220" 0.9363 4.1982 0.16945035
"3221" 0 5.364 0.16945035
"3222" 0 5.4508 0.14685727
"3223" 0 5.3051 0.13304965
"3224" 4.4291 6.381 0.11798759
"3225" 6.0415 3.1967 0.13681738
"3226" 15.5801 1.6526 0.14309397
"3227" 9.3372 1.727 0.16066489
"3228" 10.1178 1.4077 0.20835993
"3229" 0.1637 2.6572 0.2460195
"3230" 6.7635 4.4772 0.20459663
"3231" 0 3.9687 0.24350621
"3232" 0 7.2678 0.24852837
"3233" 0 5.0385 0.18953457
"3234" 0 4.2726 0.18074911
"3235" 0.084 1.3705 0.16568706
"3236" 0 3.6866 0.14309397
"3237" 0 3.7424 0.12551862
"3238" 0 3.4944 0.12551862
"3239" 0 2.5146 0.10669326
"3240" 0 4.2168 0.1016711
"3241" 0.0336 4.7718 0.095394504
"3242" 0 5.0912 0.1079477
"3243" 3.1313 4.7191 0.094140071
"3244" 0.2191 2.8773 0.089117908
"3245" 0 5.1005 0.087863475
"3246" 0 6.9546 0.082841312
"3247" 0 6.8647 0.079078014
"3248" 0 6.5763 0.077823582
"3249" 0 6.9422 0.076564716
"3250" 0 6.688 0.075310284
"3251" 0 5.3485 0.072801418
"3252" 0 5.9469 0.072801418
"3253" 0 6.2539 0.072801418
"3254" 0 5.5749 0.070292553
"3255" 0 3.1502 0.069033688
"3256" 2.6198 1.9441 0.071546986
"3257" 7.8593 2.0929 0.076564716
"3258" 0 2.5952 0.079078014
"3259" 0 3.7982 0.077823582
"3260" 0 2.4898 0.079078014
"3261" 4.9037 1.4945 0.077823582
"3262" 0.0336 2.9239 0.081586879
"3263" 0 4.8338 0.081586879
"3264" 3.6148 3.9998 0.076564716
"3265" 1.0495 3.3858 0.082841312
"3266" 0 2.7285 0.08535461
"3267" 2.6869 4.6974 0.08535461
"3268" 3.4048 1.1317 0.08535461
"3269" 42.8678 1.9627 0.089117908
"3270" 2.6527 1.5131 0.16317376
"3271" 6.2261 1.4945 0.20459663
"3272" 5.3114 0.6325 0.20835993
"3273" 0.0373 1.4356 0.24852837
"3274" 6.5997 0.7038 0.16317376
"3275" 108.4001 1.1627 0.42676418
"3276" 2.0834 2.6913 3.1254255
"3277" 2.9724 1.8541 2.974805
"3278" 0 3.4416 3.2007402
"3279" 6.3963 2.5828 2.8994947
"3280" 0.0062 0.8496 1.5313342
"3281" 0 2.9052 0.76692376
"3282" 0 1.1782 0.52592642
"3283" 54.3375 0.5488 1.0556161
"3284" 51.5629 0.8186 4.5061392
"3285" 2.7738 0.7844 8.033227
"3286" 0.6717 0.9271 7.7821897
"3287" 3.6946 0.617 8.7863431
"3288" 0 1.3239 6.6525177
"3289" 43.7312 1.6371 3.363914
"3290" 0.9609 3.5564 3.9413032
"3291" 0.0286 4.285 5.1086303
"3292" 0.7557 3.8757 5.0082137
"3293" 0 3.9936 3.0375621
"3294" 0 4.1176 1.3556073
"3295" 0 4.4245 0.85604167
"3296" 0 4.4152 0.66273936
"3297" 0 3.7827 0.52592642
"3298" 0 4.6788 0.45437943
"3299" 0 4.378 0.4004078
"3300" 0 1.6247 0.35898493
"3301" 0 0.9364 0.33513741
"3302" 1.0961 0.6883 0.31756206
"3303" 21.9002 1.0077 0.33890071
"3304" 0 3.482 0.43053191
"3305" 0 4.5672 0.4506117
"3306" 0 4.161 0.3978945
"3307" 0 2.1301 0.35396277
"3308" 0 1.3891 0.31505319
"3309" 5.4842 0.8713 0.29246011
"3310" 10.5177 0.8992 0.2987367
"3311" 0 2.8339 0.50709663
"3312" 0 1.0325 0.38785461
"3313" 0 1.3395 0.35019947
"3314" 0 2.9673 0.32635195
"3315" 0 2.3161 0.29748227
"3316" 0.0278 2.5983 0.28116135
"3317" 2.3464 0.6635 0.26484486
"3318" 0 2.1859 0.2560594
"3319" 0 1.5379 0.25103723
"3320" 0 1.9224 0.24350621
"3321" 0 2.0371 0.23848848
"3322" 0 2.5921 0.22844415
"3323" 2.8837 1.2278 0.22091312
"3324" 0.5473 0.9674 0.21840426
"3325" 4.9761 0.893 0.21840426
"3326" 23.9201 0.8899 0.43680851
"3327" 0 3.0138 0.78825798
"3328" 0 1.6278 1.2175355
"3329" 0 2.0185 1.1171188
"3330" 0.2078 0.6604 0.74433067
"3331" 65.0417 0.4093 0.58742908
"3332" 0.8932 2.5053 5.3596676
"3333" 1.0076 1.1131 5.1964938
"3334" 1.0244 1.4201 5.6734663
"3335" 2.098 1.1534 6.2508555
"3336" 22.2403 0.6573 4.0919238
"3337" 0 2.4247 5.0082137
"3338" 0 2.5053 5.1086303
"3339" 1.5211 1.6247 5.7613298
"3340" 31.4684 0.586 5.1964938
"3341" 0.1844 0.2356 5.3847739
"3342" 12.2674 0.1643 5.3847739
"3343" 0.0017 0.7131 6.1504388
"3344" 0 1.8448 5.8617465
"3345" 0 0.7751 4.2676507
"3346" 4.8805 0.6511 3.1254255
"3347" 4.3285 0.7844 2.6861082
"3348" 0 2.9983 2.4727261
"3349" 0 1.8728 1.7447163
"3350" 0 1.8293 1.3681605
"3351" 3.3884 0.4124 1.0669105
"3352" 1.0346 2.158 1.0669105
"3353" 0 1.7828 0.94766844
"3354" 0 1.5069 0.85604167
"3355" 18.3762 0.2232 1.1108466
"3356" 0 1.417 2.4727261
"3357" 0 1.3333 2.8994947
"3358" 0 2.0371 2.6107979
"3359" 0 2.3719 1.9957535
"3360" 0 1.4976 1.1924335
"3361" 0 1.5689 0.90122784
"3362" 2.3595 0.7193 0.8108555
"3363" 0 1.0387 0.78825798
"3364" 0 0.7379 0.74558511
"3365" 0 1.4015 0.68282358
"3366" 0 0.6635 0.64265957
"3367" 19.1827 0.4868 0.62257535
"3368" 0.0436 2.6975 0.93135195
"3369" 0 1.9317 2.1965869
"3370" 0 0.9767 2.6861082
"3371" 0 1.6557 2.1965869
"3372" 0 0.9581 1.4058156
"3373" 13.0736 0.5612 0.90122784
"3374" 0 2.1859 1.0920168
"3375" 13.3413 0.7441 1.3681605
"3376" 4.4933 1.2309 2.5354876
"3377" 0 1.7673 3.0501152
"3378" 0 1.1627 2.5480408
"3379" 2.5547 1.1441 2.0585151
"3380" 0 1.3891 1.5564362
"3381" 0 1.4139 1.1924335
"3382" 0 1.6557 1.0669105
"3383" 0 1.048 0.94766844
"3384" 0 1.2464 0.78825798
"3385" 2.8255 0.2884 0.68282358
"3386" 0 1.6216 0.7029078
"3387" 0 1.5813 0.7029078
"3388" 0 0.7658 0.64265957
"3389" 0 0.9922 0.58240691
"3390" 0 1.0883 0.54475177
"3391" 9.4487 0.3318 0.52592642
"3392" 2.6971 0.8434 0.72800975
"3393" 0 1.141 1.0920168
"3394" 11.3019 0.9395 1.3430541
"3395" 0 1.8697 1.3932624
"3396" 0 1.3519 1.1171188
"3397" 0 1.2216 0.87863475
"3398" 0 0.679 0.72424645
"3399" 30.4828 0.431 0.66273936
"3400" 0.1504 1.2433 1.9455452
"3401" 0 0.8496 3.0501152
"3402" 18.4103 0.5302 3.363914
"3403" 5.9465 1.1658 4.3555142
"3404" 7.2106 1.0511 4.1797872
"3405" 0 2.7378 4.6316578
"3406" 0 1.696 3.602398
"3407" 0 1.3115 2.4727261
"3408" 0 0.8 1.8074778
"3409" 0.6928 1.8728 1.2677438
"3410" 0.571 1.7611 1.0430629
"3411" 0 3.2277 0.92382092
"3412" 0 2.9239 0.8108555
"3413" 0 2.5394 0.72424645
"3414" 0 2.3533 0.66273936
"3415" 14.8555 0.7627 0.60249113
"3416" 30.0182 1.1255 2.7739716
"3417" 0 2.0774 4.7320745
"3418" 0 2.5084 4.0040603
"3419" 0 1.3457 3.2886037
"3420" 16.8305 0.5953 2.4727261
"3421" 0 1.296 1.9957535
"3422" 0 0.462 1.8702349
"3423" 0 1.8231 1.6819548
"3424" 13.5822 0.4279 1.5313342
"3425" 0.2471 0.9426 2.4852793
"3426" 0 2.2262 3.2007402
"3427" 0 1.0046 3.5145346
"3428" 0 2.0278 2.8994947
"3429" 0 1.1999 1.9957535
"3430" 0 2.7378 1.3932624
"3431" 0 1.6991 1.0920168
"3432" 0 0.555 0.97151596
"3433" 1.3111 0.3814 0.87863475
"3434" 0.0113 0.8992 0.83344858
"3435" 0 0.3721 0.8108555
"3436" 15.1938 0.9953 0.78825798
"3437" 0 4.4307 1.3807092
"3438" 0 4.2943 1.9329965
"3439" 0 2.9208 1.8074778
"3440" 0 4.1424 1.3932624
"3441" 0 3.7827 0.90122784
"3442" 0 2.6262 0.72424645
"3443" 6.7361 0.8093 0.66273936
"3444" 23.7319 0.3659 0.85604167
"3445" 26.8919 1.51 3.3513608
"3446" 21.6277 0.5302 6.7654832
"3447" 0 3.7827 8.2842642
"3448" 0 3.4789 10.280022
"3449" 0 3.4199 8.5353059
"3450" 15.1233 0.8341 4.9203502
"3451" 0.0033 1.2247 3.4392243
"3452" 0 3.1099 3.7655762
"3453" 0 3.5161 3.8408865
"3454" 0 2.6975 2.974805
"3455" 39.2272 0.8341 2.0208599
"3456" 0 0.955 5.7613298
"3457" 0 4.037 5.7613298
"3458" 0 4.2354 5.9496099
"3459" 0 3.637 4.1797872
"3460" 0 3.4261 2.4727261
"3461" 34.1899 0.6945 1.9329965
"3462" 1.3658 0.9829 3.0626684
"3463" 0 0.71 4.6316578
"3464" 0 0.9643 5.1964938
"3465" 0 0.7441 4.6316578
"3466" 0 3.2184 3.0501152
"3467" 9.9589 2.3409 2.3346543
"3468" 0.3123 2.9921 1.9957535
"3469" 0 4.068 1.8074778
"3470" 0 1.296 1.6819548
"3471" 0 1.6371 1.4183688
"3472" 0 2.558 1.1171188
"3473" 0.0378 3.33 0.97151596
"3474" 0 2.0805 0.87863475
"3475" 0 4.6695 0.78825798
"3476" 0 5.9438 0.7029078
"3477" 0 2.8649 0.64265957
"3478" 23.6342 0.555 0.8020656
"3479" 0.0151 2.189 1.7447163
"3480" 0 4.5827 1.9957535
"3481" 0 1.9379 1.8702349
"3482" 0 2.8618 1.2677438
"3483" 10.0224 0.6201 0.90122784
"3484" 11.385 4.2695 1.0292553
"3485" 0 3.9998 1.3430541
"3486" 0 2.1456 1.3932624
"3487" 0 1.9596 1.1673271
"3488" 0 3.9284 0.8108555
"3489" 21.399 2.9332 0.66273936
"3490" 0.6697 3.2339 0.82717199
"3491" 0.063 5.2896 1.2426418
"3492" 0 3.6432 1.3179521
"3493" 0 3.8323 0.90122784
"3494" 3.2516 2.3223 0.68282358
"3495" 2.603 3.0107 0.56358156
"3496" 26.1634 3.4603 0.52592642
"3497" 3.5218 3.3455 1.6066445
"3498" 28.0858 2.9766 1.9957535
"3499" 9.7949 2.9456 3.903648
"3500" 0.7557 2.7285 4.6316578
"3501" 0 3.2711 5.0082137
"3502" 8.3127 2.1952 4.4559309
"3503" 36.2625 1.7487 2.4727261
"3504" 0.0028 4.3594 4.5688963
"3505" 0 5.0105 5.1086303
"3506" 0 6.1671 5.1964938
"3507" 0 3.423 3.9915115
"3508" 0 2.6696 2.1463785
"3509" 5.0228 1.3146 1.2928457
"3510" 6.6403 2.8308 1.0920168
"3511" 0 5.6555 0.99160018
"3512" 0.7389 4.8431 0.84851064
"3513" 0 4.8865 0.71420213
"3514" 0 2.6851 0.63136082
"3515" 0 2.5735 0.55730496
"3516" 1.4274 1.0077 0.50458777
"3517" 11.1907 0.893 0.52215869
"3518" 5.514 2.6231 0.69286791
"3519" 0.0131 2.0216 0.75813387
"3520" 0 2.5611 0.73554078
"3521" 0 1.1286 0.65144504
"3522" 2.3469 2.7192 0.75813387
"3523" 0 2.9145 0.67152926
"3524" 7.8173 5.3423 0.52215869
"3525" 0 6.657 0.48701241
"3526" 0 6.4802 0.52215869
"3527" 0 5.1594 0.42048759
"3528" 0 5.2834 0.36651596
"3529" 0 5.5407 0.33890071
"3530" 0 5.5283 0.31756206
"3531" 0 6.0058 0.29748227
"3532" 0 5.9407 0.28869238
"3533" 10.7855 6.0089 0.27739805
"3534" 1.0958 4.0463 0.29496897
"3535" 0 4.5362 0.27739805
"3536" 2.1285 5.0974 0.28869238
"3537" 0.9824 5.5345 0.26861259
"3538" 3.5938 4.9733 0.27488918
"3539" 0 6.2756 0.27739805
"3540" 0 5.3144 0.26609929
"3541" 4.8701 5.5252 0.23848848
"3542" 0 5.9128 0.22718972
"3543" 0 4.7718 0.21338209
"3544" 0 3.4168 0.22718972
"3545" 41.8408 1.9255 0.29748227
"3546" 10.6664 2.9642 0.60625887
"3547" 10.1026 2.6758 0.82591755
"3548" 7.2938 4.2974 0.84851064
"3549" 22.7788 4.1548 1.2928457
"3550" 0 4.3656 1.5689894
"3551" 11.7803 2.0712 2.1087234
"3552" 2.8656 0.9612 2.8367332
"3553" 0 5.2803 2.974805
"3554" 0 7.3019 3.2007402
"3555" 0 4.6633 2.6610062
"3556" 0.5605 1.9999 1.081977
"3557" 0 2.4681 0.5585594
"3558" 0 7.7143 0.40793883
"3559" 0 7.5561 0.33262411
"3560" 0 6.1082 0.29120567
"3561" 0 5.1625 0.2598227
"3562" 0 5.4136 0.23597518
"3563" 0 6.7841 0.22216755
"3564" 2.2125 5.8074 0.20835993
"3565" 0 5.6338 0.2008289
"3566" 0.0504 4.1734 0.20585106
"3567" 22.3123 2.251 0.20961879
"3568" 18.1489 1.8262 0.27363032
"3569" 21.3509 1.386 0.40793883
"3570" 9.7569 3.0603 1.4936791
"3571" 7.8803 3.1967 2.3597606
"3572" 21.739 4.7191 2.3597606
"3573" 15.8088 2.713 1.7949246
"3574" 1.398 4.6788 2.6986613
"3575" 0 4.8989 3.2760505
"3576" 0 4.4493 4.0291667
"3577" 0 3.6742 3.4266755
"3578" 7.0784 3.1409 1.4811259
"3579" 0 4.7594 0.96649823
"3580" 0 4.3873 0.61253546
"3581" 10.5876 1.8138 0.52215869
"3582" 12.8661 1.5968 0.50458777
"3583" 29.4528 2.1053 0.85227394
"3584" 16.7445 4.2695 3.2007402
"3585" 2.0541 4.1827 2.7739716
"3586" 12.1734 3.6184 3.0501152
"3587" 0 3.3951 3.5019858
"3588" 0 5.4818 3.1254255
"3589" 10.5587 6.4213 3.2007402
"3590" 6.3542 4.7966 1.8702349
"3591" 0 3.6215 1.5689894
"3592" 5.3781 5.0788 1.6819548
"3593" 6.1484 5.6338 1.7949246
"3594" 4.4818 3.5936 1.4560239
"3595" 0 4.409 2.1087234
"3596" 0 7.0414 1.5815426
"3597" 0 6.688 0.87110372
"3598" 0 6.905 0.61253546
"3599" 0 3.544 0.48701241
"3600" 20.0786 3.1719 0.4041711
"3601" 0 4.3842 0.37153812
"3602" 0 5.9128 0.48701241
"3603" 7.2988 4.7439 0.63261525
"3604" 0 3.9377 0.46944149
"3605" 18.4097 4.4338 0.4004078
"3606" 11.3061 3.1626 0.46441933
"3607" 0 3.3672 0.95519947
"3608" 5.7623 3.637 0.59370567
"3609" 0 3.5719 0.61253546
"3610" 0 6.7376 0.78073138
"3611" 0 6.2663 0.87110372
"3612" 0 3.7765 0.49705674
"3613" 0 1.5472 0.34392287
"3614" 2.0881 1.0604 0.29748227
"3615" 1.2496 0.7534 0.27990691
"3616" 0.6423 1.1286 0.27488918
"3617" 0.2057 6.2942 0.27990691
"3618" 0 6.2105 0.27112145
"3619" 0 6.4213 0.25731383
"3620" 0 5.609 0.22969858
"3621" 0 5.4663 0.20835993
"3622" 0 4.9516 0.19204344
"3623" 0 5.7175 0.18451241
"3624" 0 2.6076 0.17447252
"3625" 0 1.7859 0.16442819
"3626" 0 1.0418 0.15941046
"3627" 0 1.1906 0.15689716
"3628" 0 1.2929 0.150625
"3629" 15.8655 1.3922 0.14560284
"3630" 0 1.3922 0.1481117
"3631" 0 6.3066 0.18200355
"3632" 0 5.6431 0.15941046
"3633" 3.2644 3.3579 0.14058067
"3634" 6.6563 2.7099 0.14560284
"3635" 0 1.758 0.15689716
"3636" 0.8943 1.2371 0.17195922
"3637" 1.3393 2.7595 0.17447252
"3638" 5.08 2.6138 0.18200355
"3639" 61.6819 2.0278 0.19455674
"3640" 1.8557 2.8091 0.7983023
"3641" 6.2689 1.8231 1.0418085
"3642" 12.8299 1.0821 0.89495124
"3643" 33.6974 0.6852 0.83218972
"3644" 11.9407 0.9674 2.799078
"3645" 19.5281 1.941 3.3513608
"3646" 4.4461 3.5037 4.1170301
"3647" 0 2.989 3.2760505
"3648" 0.403 2.2975 2.1840337
"3649" 0 2.989 1.1095878
"3650" 0 5.8756 0.67152926
"3651" 0 4.2912 0.50458777
"3652" 43.9385 1.9627 0.43680851
"3653" 5.5684 0.8434 2.4225222
"3654" 0 1.7704 2.234242
"3655" 0.0049 0.9953 2.1087234
"3656" 3.57 1.9658 1.8576817
"3657" 0 2.375 1.0167066
"3658" 0 4.4772 0.73554078
"3659" 0 4.0773 0.59370567
"3660" 0 2.6572 0.48701241
"3661" 0 2.9425 0.42048759
"3662" 0.359 3.9874 0.37906915
"3663" 0 5.7547 0.33890071
"3664" 0 3.7021 0.3087766
