"rain" "evaporation" "flow"
"12603" 0 4.6637 4.5563475
"12604" 0 2.0067 5.2718041
"12605" 42.6021 0.8157 4.0542686
"12606" 108.1108 0.7111 4.9203502
"12607" 35.2891 0.4658 21.965851
"12608" 0.714 0.3752 36.400554
"12609" 0.0945 2.3134 35.270887
"12610" 0 4.336 23.974153
"12611" 0 5.3367 7.9328103
"12612" 0 6.2061 3.4392243
"12613" 32.4385 4.1442 2.4476241
"12614" 29.2648 3.8292 8.0206738
"12615" 0 5.4739 11.572859
"12616" 0 5.0428 15.689889
"12617" 0.004 4.8936 10.68168
"12618" 1.7385 2.1406 3.7404699
"12619" 1.1979 1.5956 2.6233511
"12620" 0.0378 3.7534 1.8074778
"12621" 0 3.4586 1.4936791
"12622" 9.0755 0.8226 1.3305009
"12623" 14.5496 2.1958 1.9832048
"12624" 0 4.595 2.3095523
"12625" 0 5.3639 2.0334087
"12626" 0 5.8549 1.4936791
"12627" 0 5.8923 1.144734
"12628" 0 2.131 0.98281472
"12629" 0 1.5574 0.8999734
"12630" 0 2.4359 0.83344858
"12631" 0 2.6625 0.77821809
"12632" 0 1.8578 0.72800975
"12633" 1.3974 1.44 0.68533688
"12634" 0 5.8087 0.65897606
"12635" 0 5.8895 0.62257535
"12636" 0 7.0715 0.58868351
"12637" 4.2494 3.373 0.5547961
"12638" 0.1043 4.348 0.54726507
"12639" 0 5.0589 0.53596631
"12640" 0 3.7105 0.50333333
"12641" 0.2164 2.0524 0.48450355
"12642" 0 6.1309 0.47320922
"12643" 0 5.1239 0.45563387
"12644" 0 3.0781 0.43429521
"12645" 48.7042 0.7721 0.43178635
"12646" 0.3496 2.7318 2.083617
"12647" 0 6.1669 1.5815426
"12648" 2.635 1.9523 1.4560239
"12649" 29.0896 2.3628 1.0141933
"12650" 33.2059 1.2497 1.3807092
"12651" 35.6649 1.1467 3.92875
"12652" 0.3254 2.6155 8.3344725
"12653" 2.5006 5.0162 8.7110328
"12654" 0.2132 6.6291 7.4558378
"12655" 0 2.9823 4.468484
"12656" 0 5.3896 2.3974158
"12657" 0 5.4953 1.5313342
"12658" 0.4705 3.6931 0.89118351
"12659" 1.8601 2.6962 0.72926418
"12660" 0 6.5536 0.64893617
"12661" 0.0756 1.6571 0.58868351
"12662" 0 4.3239 0.54475177
"12663" 0 5.4328 0.51086436
"12664" 0 5.7364 0.47948138
"12665" 3.0845 2.1794 0.47446365
"12666" 0 1.6491 0.53973404
"12667" 10.5031 1.7197 0.48074025
"12668" 11.8207 2.5307 0.63261525
"12669" 0 6.3672 0.73554078
"12670" 0 6.6228 0.52592642
"12671" 0 6.4193 0.43554965
"12672" 0 4.7747 0.39413121
"12673" 0 4.5047 0.36902482
"12674" 0.1322 6.1229 0.34768617
"12675" 2.1543 4.0699 0.33890071
"12676" 29.4587 4.1837 0.33639184
"12677" 2.722 2.7388 0.55102837
"12678" 29.9401 1.0426 0.53094415
"12679" 5.2618 1.0588 0.96398493
"12680" 1.1136 2.0669 1.4434707
"12681" 14.6144 3.6551 1.1698404
"12682" 0.9401 0.8246 1.3053989
"12683" 0.1814 1.8385 1.0455762
"12684" 3.8242 3.096 0.80332447
"12685" 6.4975 2.1282 0.67027039
"12686" 3.9699 2.0056 0.62257535
"12687" 17.8408 2.6044 0.68784574
"12688" 23.2117 2.2703 1.162305
"12689" 1.6493 3.7327 2.259344
"12690" 5.8131 2.3875 2.82418
"12691" 0.001 3.9998 2.2467952
"12692" 0.001 5.9522 1.4685727
"12693" 0 4.141 0.86482713
"12694" 0.2292 4.9909 0.62759752
"12695" 1.7432 4.9867 0.54726507
"12696" 0.6718 2.1413 0.49203457
"12697" 0.4042 7.0308 0.49454344
"12698" 0 6.7639 0.43806294
"12699" 0 6.0396 0.38283245
"12700" 0 6.9066 0.35647606
"12701" 0 6.8332 0.33513741
"12702" 0 6.6641 0.32132979
"12703" 0 6.1057 0.31003103
"12704" 0 5.1421 0.3025
"12705" 0 5.3893 0.29246011
"12706" 0.0966 3.6466 0.28492908
"12707" 1.2803 2.1038 0.27488918
"12708" 0 2.8108 0.26986702
"12709" 1.0154 3.1436 0.26484486
"12710" 0.2268 4.2276 0.26108156
"12711" 3.845 6.6612 0.26108156
"12712" 1.16 4.9948 0.26986702
"12713" 0 4.3459 0.30124557
"12714" 0 6.8308 0.31881649
"12715" 0 6.8323 0.27865248
"12716" 11.9569 6.2104 0.31379876
"12717" 0.2507 3.1639 0.28743794
"12718" 0.9448 4.5512 0.24852837
"12719" 4.3663 3.6516 0.24476064
"12720" 0.0126 5.0916 0.25355053
"12721" 0 6.1115 0.23472074
"12722" 1.9061 3.8294 0.22468085
"12723" 2.9689 1.4197 0.22468085
"12724" 13.7191 0.7807 0.23848848
"12725" 7.2543 2.938 0.29748227
"12726" 5.3646 4.0969 0.32635195
"12727" 5.0041 4.3863 0.33639184
"12728" 0 5.5208 0.32007535
"12729" 12.2102 3.9751 0.35270833
"12730" 0 4.6994 0.38910904
"12731" 3.3983 5.9508 0.37153812
"12732" 7e-04 5.482 0.38408688
"12733" 0 6.4163 0.30626773
"12734" 0 3.8285 0.25229167
"12735" 0.2364 2.1175 0.23095745
"12736" 0 6.4992 0.22091312
"12737" 0 5.8797 0.21338209
"12738" 0 5.6936 0.20835993
"12739" 21.2881 4.1976 0.20459663
"12740" 0 6.1436 0.2033422
"12741" 0 6.0104 0.24099734
"12742" 0.105 5.6323 0.2598227
"12743" 0 6.2299 0.23472074
"12744" 0.2623 3.9254 0.20961879
"12745" 0.2507 5.4972 0.2008289
"12746" 0 6.4141 0.1970656
"12747" 0.7943 6.4043 0.19455674
"12748" 7.4389 2.4511 0.19581117
"12749" 0 3.366 0.21840426
"12750" 0 5.2694 0.2071055
"12751" 2.3841 4.8434 0.1970656
"12752" 6e-04 6.6285 0.19204344
"12753" 0 2.947 0.18325798
"12754" 1.3731 3.9942 0.17447252
"12755" 0.1322 4.9352 0.17070479
"12756" 0 4.1459 0.16819592
"12757" 0 3.6224 0.16442819
"12758" 0.476 1.9043 0.16317376
"12759" 15.8973 1.327 0.17698138
"12760" 1.4669 1.9897 0.21714982
"12761" 0 2.3412 0.21463652
"12762" 0 5.6604 0.19204344
"12763" 0 5.6205 0.17949025
"12764" 11.9722 2.3095 0.17321809
"12765" 4.6047 0.616 0.19329787
"12766" 1.671 1.7922 0.21087323
"12767" 0 4.9424 0.21589096
"12768" 0 5.3751 0.19832004
"12769" 0 5.4134 0.18074911
"12770" 0 5.6444 0.17070479
"12771" 0 4.275 0.16442819
"12772" 4.9802 1.1006 0.16191933
"12773" 27.5462 1.3086 0.18576684
"12774" 1.9957 2.8213 0.2962234
"12775" 0.1043 4.6087 0.26986702
"12776" 0.712 4.7847 0.21589096
"12777" 0 4.9914 0.19957447
"12778" 0 3.7988 0.18576684
"12779" 0 3.7891 0.17698138
"12780" 0 4.0488 0.17321809
"12781" 0 4.7548 0.16945035
"12782" 0 4.4807 0.16694149
"12783" 0 4.6921 0.16568706
"12784" 0 4.6775 0.17195922
"12785" 0 4.8687 0.17070479
"12786" 0 3.836 0.16442819
"12787" 0 2.5037 0.16442819
"12788" 0.0609 4.372 0.16442819
"12789" 0.712 2.0352 0.16191933
"12790" 0 2.2585 0.15941046
"12791" 0 2.8188 0.15815603
"12792" 0 4.0883 0.15815603
"12793" 0.6575 1.1945 0.15689716
"12794" 2.4501 0.9693 0.16317376
"12795" 12.5464 0.4133 0.17195922
"12796" 0.7129 3.4228 0.18702571
"12797" 0 3.5762 0.19455674
"12798" 0 3.4154 0.18702571
"12799" 0 2.4779 0.17949025
"12800" 0 4.0733 0.17949025
"12801" 0 1.7889 0.17949025
"12802" 3.09 3.1554 0.17572695
"12803" 0 2.6714 0.17572695
"12804" 0 1.1866 0.17070479
"12805" 19.0989 0.8036 0.17195922
"12806" 0 0.617 0.19204344
"12807" 0 1.0874 0.19329787
"12808" 0 1.2354 0.18953457
"12809" 0 3.4141 0.18702571
"12810" 0 3.1686 0.18451241
"12811" 0 3.223 0.17949025
"12812" 0 1.2436 0.17447252
"12813" 0 3.2351 0.17195922
"12814" 0 1.2403 0.17195922
"12815" 0 1.739 0.17070479
"12816" 0 3.3928 0.17070479
"12817" 0 1.7071 0.17070479
"12818" 12.8092 0.4918 0.16945035
"12819" 0 2.8317 0.17823582
"12820" 0 1.2179 0.18953457
"12821" 7.707 0.5092 0.19581117
"12822" 0.1134 2.6037 0.2008289
"12823" 0.2642 1.5892 0.20208777
"12824" 0 1.5932 0.19204344
"12825" 0 0.7554 0.18074911
"12826" 0 2.1855 0.18200355
"12827" 0.2876 0.3856 0.18074911
"12828" 2.7409 1.6324 0.18074911
"12829" 6.4886 2.7795 0.18828014
"12830" 0 2.0922 0.20585106
"12831" 0 2.2729 0.2071055
"12832" 0 2.1836 0.1970656
"12833" 59.3083 1.7855 0.19957447
"12834" 1.1272 2.3449 0.59119681
"12835" 0 2.5795 0.86608156
"12836" 18.3739 0.362 0.67403812
"12837" 38.7454 0.5225 0.9100133
"12838" 0.0044 0.937 1.5815426
"12839" 0 1.9852 1.3430541
"12840" 0 1.0195 1.2225576
"12841" 27.5391 0.3436 0.72675532
"12842" 0 2.1467 0.74307181
"12843" 0 1.6696 0.90122784
"12844" 0.2013 0.7251 0.91628989
"12845" 0 0.6852 0.63889184
"12846" 0 1.0937 0.47697252
"12847" 26.9115 1.0025 0.41295656
"12848" 0.0105 0.9979 0.84976507
"12849" 22.1779 0.8274 1.1208865
"12850" 12.1328 1.5949 2.4978324
"12851" 0 1.7508 2.8367332
"12852" 0 1.3571 2.8743883
"12853" 0 1.4365 2.1338254
"12854" 2.5599 1.1179 1.0367863
"12855" 35.6309 1.6754 1.2074956
"12856" 0 0.6415 2.6861082
"12857" 10.6601 0.3966 3.3137057
"12858" 0.0084 0.9041 3.4141223
"12859" 0.0439 1.9692 2.0961702
"12860" 1.6514 0.7809 1.3556073
"12861" 0 1.3109 0.99662234
"12862" 0.2741 2.0728 0.77696365
"12863" 0 0.7774 0.66776152
"12864" 0 0.5626 0.60249113
"12865" 26.2966 0.6857 0.5610727
"12866" 3.6603 0.2682 0.84348848
"12867" 0 0.3726 2.0459619
"12868" 0 1.11 2.5605895
"12869" 0 0.6232 1.9706516
"12870" 0 0.7865 1.0192154
"12871" 47.8381 0.4993 0.78073138
"12872" 16.8067 0.2908 5.2969105
"12873" 0 1.51 6.012367
"12874" 0 1.3877 6.162992
"12875" 0 1.1627 6.2006472
"12876" 0 1.2321 2.9873582
"12877" 0 0.6601 2.0334087
"12878" 0 0.9448 1.280297
"12879" 0 1.1329 1.033023
"12880" 0 1.5124 0.90750443
"12881" 0 1.7464 0.81838652
"12882" 0 1.1074 0.73303191
"12883" 0.001 1.8712 0.67152926
"12884" 8.9196 1.0713 0.63261525
"12885" 20.6453 0.5732 0.70039894
"12886" 0 1.5695 2.3221055
"12887" 0 0.691 3.4392243
"12888" 0 0.4443 2.8492863
"12889" 0.042 0.7725 1.7698183
"12890" 8.9636 0.0909 1.248914
"12891" 0.4175 0.1293 1.2464051
"12892" 12.3744 0.1849 1.1911746
"12893" 19.3522 0.127 1.845133
"12894" 0 1.4145 4.0417154
"12895" 0.1043 0.971 4.342961
"12896" 0 1.4876 3.6275044
"12897" 0 1.2698 2.2969991
"12898" 13.1488 0.5875 1.3556073
"12899" 6.4479 0.0472 1.3932624
"12900" 0.0032 0.1669 2.2969991
"12901" 0.1043 0.3887 3.0124601
"12902" 0 1.7045 2.4350709
"12903" 0 0.4817 1.5689894
"12904" 0 1.9661 1.1710949
"12905" 0 2.3041 0.97151596
"12906" 0 1.0497 0.83218972
"12907" 0 1.1784 0.73177748
"12908" 0.0255 2.2905 0.66901596
"12909" 5.0348 1.3473 0.64265957
"12910" 0 2.0819 0.67403812
"12911" 0 2.4581 0.65269947
"12912" 0 1.7764 0.61253546
"12913" 0 1.8317 0.58240691
"12914" 0 2.2344 0.5522828
"12915" 2.6304 1.4217 0.52843528
"12916" 8.1585 0.6445 0.53094415
"12917" 0.0567 1.6421 0.57738918
"12918" 34.0206 0.5836 0.87110372
"12919" 0 1.4186 3.8408865
"12920" 0 2.5508 4.5563475
"12921" 1.2526 2.7358 4.7069681
"12922" 20.0992 1.8435 4.2927571
"12923" 0 2.4411 4.6944193
"12924" 0 1.374 4.7320745
"12925" 2.7531 0.8063 3.539641
"12926" 0.1336 1.1685 2.2091356
"12927" 1.6996 1.327 1.4811259
"12928" 0 1.3961 1.1849025
"12929" 0 3.11 0.98532358
"12930" 0 2.0441 0.84599734
"12931" 0 2.9576 0.74433067
"12932" 27.0744 1.6192 0.68031472
"12933" 0.4294 0.4053 2.1965869
"12934" 0.1303 0.9862 3.5772961
"12935" 0.3095 2.0649 3.8659929
"12936" 0 2.6128 2.6610062
"12937" 0 0.7127 1.4811259
"12938" 12.2206 0.2229 1.3179521
"12939" 0.2352 1.4363 1.4811259
"12940" 63.1402 0.1746 7.3679743
"12941" 0.088 0.6386 11.05824
"12942" 0.1417 2.7893 10.957824
"12943" 0 3.7782 10.631476
"12944" 0 3.0989 4.8073848
"12945" 0 1.5939 2.974805
"12946" 0 3.4539 1.8074778
"12947" 0.3289 1.132 1.2928457
"12948" 0.293 2.1429 1.1246498
"12949" 0 3.4997 1.0129388
"12950" 0 3.1134 0.91879876
"12951" 0 1.8047 0.83595745
"12952" 1.3526 2.5206 0.77821809
"12953" 0 2.5204 0.72926418
"12954" 20.1394 1.3335 0.73428635
"12955" 0.7832 0.6493 1.3430541
"12956" 0 4.4112 1.7447163
"12957" 0 4.4616 1.7321631
"12958" 0.5647 3.9968 1.0882491
"12959" 15.3915 1.0154 1.6317509
"12960" 0 3.632 2.974805
"12961" 0 0.9569 2.6986613
"12962" 2e-04 1.0954 2.1840337
"12963" 1.9948 1.116 1.3305009
"12964" 0 2.8048 1.0028989
"12965" 0 2.3258 0.83344858
"12966" 0 3.7191 0.72800975
"12967" 0 4.2638 0.7091844
"12968" 19.5866 1.9066 0.7091844
"12969" 4.4788 4.3463 1.7196144
"12970" 0.0252 4.2526 3.1505319
"12971" 0 3.7045 3.4643307
"12972" 0 4.8266 3.0124601
"12973" 0.001 1.6699 2.5103812
"12974" 24.6849 0.6473 2.9245966
"12975" 0 1.3159 3.4266755
"12976" 0 1.5003 4.2927571
"12977" 0 3.0153 4.8199379
"12978" 0 2.172 2.9496986
"12979" 0 3.5288 1.3179521
"12980" 7.4642 3.1148 0.97402926
"12981" 0.8607 2.4194 0.85352837
"12982" 0.8656 2.705 0.73554078
"12983" 0 3.7369 0.65772163
"12984" 0 5.0552 0.59998227
"12985" 9.3653 0.9676 0.56609043
"12986" 0 4.4236 0.60249113
"12987" 0 1.9228 0.78449468
"12988" 3.8867 1.9236 0.68031472
"12989" 0 4.9598 0.59621454
"12990" 0 5.7601 0.52968972
"12991" 0 6.7137 0.47697252
"12992" 2.5405 1.5536 0.44182624
"12993" 0.7125 2.4889 0.42927748
"12994" 0 1.2933 0.41672429
"12995" 0 1.3197 0.40919326
"12996" 2.5465 1.3425 0.39161791
"12997" 5.6176 0.6679 0.37906915
"12998" 2.6707 3.029 0.57613475
"12999" 66.6886 1.6246 3.6526064
"13000" 0 6.0972 4.3931693
"13001" 0 2.0684 4.1295789
"13002" 0 2.6861 2.8869415
"13003" 1.6594 4.6194 1.1924335
"13004" 8.0663 1.8478 0.87612589
"13005" 0 6.0566 0.76566489
"13006" 0 6.5003 0.61253546
"13007" 0 6.6636 0.53220301
"13008" 0 5.3637 0.46944149
"13009" 0 5.9716 0.42425532
"13010" 4.8584 4.9985 0.39538564
"13011" 0 5.2559 0.43680851
"13012" 0 5.3968 0.37530142
"13013" 0 5.2091 0.51964982
"13014" 0.001 5.1306 0.42174645
"13015" 0 5.3929 0.33764628
"13016" 12.4382 1.1074 0.32760638
"13017" 33.4184 1.1097 0.50709663
"13018" 7.9997 1.6032 1.8576817
"13019" 0 3.5559 1.669406
"13020" 0 5.0089 1.3681605
"13021" 0 5.0039 0.88992908
"13022" 0 3.9183 0.57362145
"13023" 6.0877 4.1408 0.46441933
"13024" 0.0012 3.967 0.4958023
"13025" 0 3.2324 0.42801862
"13026" 0 6.5663 0.36902482
"13027" 0 6.4349 0.33262411
"13028" 0 6.7084 0.31003103
"13029" 0 6.8639 0.29246011
"13030" 0 6.6346 0.27990691
"13031" 1.728 6.3235 0.26861259
"13032" 0 5.6024 0.26359043
"13033" 0 1.8583 0.2560594
"13034" 0 3.0964 0.25103723
"13035" 0 6.0833 0.24852837
"13036" 0 5.4979 0.23848848
"13037" 0 6.0917 0.22718972
"13038" 0 6.1972 0.22091312
"13039" 3.284 6.0152 0.21589096
"13040" 0.4702 6.0536 0.21087323
"13041" 0 6.7896 0.21965869
"13042" 0.197 6.4302 0.21714982
"13043" 2.1005 3.5225 0.2033422
"13044" 0.2523 5.4894 0.19832004
"13045" 0 6.231 0.1970656
"13046" 0.4702 6.6986 0.1970656
"13047" 0 6.6598 0.20585106
"13048" 6.3652 5.1164 0.19957447
"13049" 3.2633 6.1918 0.19204344
"13050" 11.8355 6.1006 0.1970656
"13051" 3.1167 3.2227 0.26861259
"13052" 0.1218 8.0855 0.31379876
"13053" 0 3.805 0.23848848
"13054" 0 2.4049 0.21087323
"13055" 8.6383 2.1733 0.1970656
"13056" 2.1527 1.4477 0.19832004
"13057" 0.8885 3.9825 0.21212766
"13058" 0.508 4.8327 0.19957447
"13059" 0 4.8777 0.19581117
"13060" 4.1272 4.9469 0.18953457
"13061" 0 5.574 0.18200355
"13062" 0 4.4479 0.17572695
"13063" 0.8941 4.1365 0.17823582
"13064" 23.3927 4.9642 0.18702571
"13065" 0.1691 4.2782 0.24350621
"13066" 0 6.3391 0.28995124
"13067" 0 6.466 0.23848848
"13068" 0 6.728 0.25480496
"13069" 21.8292 5.3461 0.22969858
"13070" 10.4865 1.845 0.31003103
"13071" 5.0391 2.0737 0.32007535
"13072" 0.1306 4.9649 0.32635195
"13073" 6.3534 2.112 0.30626773
"13074" 2.8692 1.7922 0.26861259
"13075" 0 5.1026 0.26108156
"13076" 0 5.9084 0.24852837
"13077" 0 6.9329 0.21087323
"13078" 0 6.6516 0.18828014
"13079" 0 7.0903 0.17572695
"13080" 7.7838 3.1248 0.17070479
"13081" 2.2374 3.6287 0.17698138
"13082" 1.0849 4.5318 0.18200355
"13083" 0.0672 5.5101 0.18451241
"13084" 0.3318 3.3106 0.17949025
"13085" 24.894 2.098 0.17447252
"13086" 0.0185 4.4002 0.24727394
"13087" 2.3595 3.8487 0.26484486
"13088" 0.2028 3.174 0.31254433
"13089" 1.6599 1.4381 0.32760638
"13090" 3.0789 1.0869 0.26233599
"13091" 22.2611 1.5458 0.33011525
"13092" 3.7996 1.8878 0.49203457
"13093" 3.8494 1.9942 0.36400709
"13094" 0.398 3.15 0.31756206
"13095" 36.3441 2.0932 0.34768617
"13096" 2.8034 2.4911 0.69286791
"13097" 2.0977 3.6397 0.50458777
"13098" 0.0327 3.515 0.40166223
"13099" 27.0862 2.2891 0.37404699
"13100" 11.322 4.9598 0.47822695
"13101" 12.0567 1.6158 0.7066711
"13102" 9.5818 1.7961 0.93386082
"13103" 0.1523 3.4772 0.88616578
"13104" 0 5.2518 0.63136082
"13105" 3.8138 3.4151 0.44935727
"13106" 0 6.0552 0.37781472
"13107" 0 2.601 0.33890071
"13108" 9.0125 3.0185 0.29748227
"13109" 0 5.5891 0.30375443
"13110" 11.8657 4.8441 0.28116135
"13111" 2.3382 4.5234 0.24852837
"13112" 1.4778 5.1921 0.22593528
"13113" 0 4.4174 0.22342199
"13114" 2.104 3.0449 0.2497828
"13115" 11.3536 3.0281 0.24099734
"13116" 2.583 2.539 0.22216755
"13117" 0.2972 1.4948 0.22091312
"13118" 0 2.37 0.24852837
"13119" 0 2.3365 0.23597518
"13120" 0 5.9715 0.2008289
"13121" 0.2144 4.4077 0.18451241
"13122" 2.0786 3.4548 0.17949025
"13123" 0.1172 2.0033 0.17572695
"13124" 0 6.1495 0.17321809
"13125" 0 6.168 0.16568706
"13126" 0 6.3121 0.15564273
"13127" 0 4.3229 0.150625
"13128" 0 2.0081 0.14936613
"13129" 1.1242 3.5664 0.14560284
"13130" 0.0336 4.5806 0.1443484
"13131" 0 4.7353 0.14309397
"13132" 0 5.9258 0.14183511
"13133" 2.6831 5.0601 0.14058067
"13134" 0.088 3.2546 0.13681738
"13135" 0.0945 6.5518 0.13179521
"13136" 0 3.7251 0.13179521
"13137" 0 2.6414 0.13054078
"13138" 0 5.9546 0.12802748
"13139" 0 4.8764 0.12300975
"13140" 0 4.2074 0.12175532
"13141" 0.2477 1.8878 0.12175532
"13142" 0 3.8113 0.12175532
"13143" 0.0945 3.5144 0.12175532
"13144" 0 4.7601 0.12300975
"13145" 0 3.7623 0.12300975
"13146" 0 5.2181 0.12049645
"13147" 0 4.1791 0.11673316
"13148" 0 3.0911 0.11422429
"13149" 0 2.8419 0.11296543
"13150" 0 4.1849 0.11171099
"13151" 0 4.1036 0.11171099
"13152" 0 3.3487 0.11296543
"13153" 0 1.2601 0.11422429
"13154" 0 1.7058 0.11673316
"13155" 0 1.4918 0.11673316
"13156" 0 1.6587 0.11673316
"13157" 14.1708 0.6132 0.12677305
"13158" 7.2486 1.3405 0.14685727
"13159" 4.3323 1.0979 0.15187943
"13160" 0 3.7176 0.15564273
"13161" 0.001 2.1752 0.15187943
"13162" 0 3.6678 0.14685727
"13163" 0.1639 1.4282 0.13932624
"13164" 17.2907 2.5902 0.15815603
"13165" 0.3279 3.0344 0.1970656
"13166" 49.634 0.8319 0.31003103
"13167" 0.3261 1.657 0.62633865
"13168" 13.4756 0.8569 0.64265957
"13169" 10.2718 1.2638 0.47697252
"13170" 108.7554 0.7007 0.76943262
"13171" 28.0339 0.5031 7.7947385
"13172" 17.4942 0.5541 10.857407
"13173" 6.0372 1.0225 15.815412
"13174" 0.0609 2.173 12.489158
"13175" 0 2.7904 5.9496099
"13176" 2e-04 2.6413 3.2634973
"13177" 0 2.0475 1.3179521
"13178" 0 2.5674 0.86608156
"13179" 0 3.3738 0.67780142
"13180" 0 4.0259 0.57989805
"13181" 29.4848 1.758 0.53094415
"13182" 20.5749 0.577 2.6986613
"13183" 0.0567 1.5586 3.363914
"13184" 0.1851 1.0628 3.8032314
"13185" 0 2.8151 2.82418
"13186" 0 2.6986 1.280297
"13187" 0 1.2241 0.78951684
"13188" 0 2.4301 0.61880762
"13189" 0 2.9516 0.53722074
"13190" 3.61 2.0791 0.48701241
"13191" 0 1.706 0.45814716
"13192" 0 1.8114 0.43554965
"13193" 0 2.1108 0.41672429
"13194" 0 2.1737 0.38534574
"13195" 14.8148 1.4331 0.37028369
"13196" 18.5733 1.7546 0.39036348
"13197" 0.0439 1.355 1.2551906
"13198" 10.5643 1.1561 2.5731427
"13199" 0 0.4912 2.2844504
"13200" 0 2.2663 1.5313342
"13201" 0 1.0799 1.2677438
"13202" 0 1.9133 0.83093528
"13203" 0 1.0979 0.5974734
"13204" 0 1.7234 0.5020789
"13205" 0.001 1.9371 0.44559397
"13206" 0.0894 0.913 0.41295656
"13207" 48.8476 0.5032 0.75185727
"13208" 0 1.9397 3.0375621
"13209" 0 2.1107 3.5270878
"13210" 0 1.4911 3.6149512
"13211" 0 1.6599 2.1463785
"13212" 24.7008 0.2071 1.1861569
"13213" 0 1.9088 1.5940913
"13214" 18.2493 0.5574 4.1170301
"13215" 6.3138 0.0915 7.0918351
"13216" 0 1.3637 4.8701463
"13217" 0 1.5432 3.4266755
"13218" 0 1.3765 2.648453
"13219" 0 0.9895 1.5689894
"13220" 0.001 1.7505 1.10457
"13221" 0 1.6714 0.92632979
"13222" 0 0.8018 0.80959663
"13223" 0.3606 1.3186 0.72800975
"13224" 0 0.9718 0.66148493
"13225" 0.0133 1.8331 0.61755319
"13226" 0 1.5425 0.58366578
"13227" 0 1.0629 0.55605053
"13228" 0 1.0894 0.53345745
"13229" 0 0.573 0.51337323
"13230" 0 0.4231 0.49831117
"13231" 0.0332 0.744 0.48701241
"13232" 0.3359 1.9175 0.47948138
"13233" 0 0.8223 0.46441933
"13234" 0.1008 1.3872 0.45187057
"13235" 1.1623 0.9944 0.43806294
"13236" 0 1.4865 0.43178635
"13237" 0 0.7673 0.42676418
"13238" 0 0.9568 0.42300089
"13239" 0.2865 0.9042 0.41797872
"13240" 0 1.3103 0.41672429
"13241" 18.0107 0.7687 0.41797872
"13242" 5.968 0.5821 0.88742021
"13243" 0.9075 0.4751 1.5062278
"13244" 4.4774 0.2026 1.4685727
"13245" 0 0.4906 1.1899202
"13246" 0 1.2174 0.8083422
"13247" 0 0.8663 0.7091844
"13248" 0 1.7227 0.61629876
"13249" 0 1.0667 0.55730496
"13250" 0 1.1266 0.51337323
"13251" 1.6475 1.0162 0.48074025
"13252" 0.2078 0.7236 0.45563387
"13253" 0 1.1021 0.43429521
"13254" 0 0.6828 0.42174645
"13255" 0 0.9527 0.42425532
"13256" 0 0.9795 0.41923316
"13257" 27.998 0.7648 0.41295656
"13258" 0.8305 0.2136 1.0681693
"13259" 0.0042 1.6587 1.7823715
"13260" 0 2.1761 1.9832048
"13261" 0.126 0.9677 1.2225576
"13262" 0.0572 0.9765 0.77947252
"13263" 0 0.9721 0.60876773
"13264" 0 0.777 0.54349734
"13265" 1.8157 1.0163 0.52341312
"13266" 0.0438 2.3539 0.52467199
"13267" 0 1.7952 0.51086436
"13268" 22.416 0.4004 0.50835106
"13269" 0 0.2972 1.1648183
"13270" 0 1.795 1.6066445
"13271" 6.3219 0.1874 1.7070612
"13272" 41.7492 0.1339 1.280297
"13273" 3.2641 0.1213 4.1797872
"13274" 0 0.1432 5.2969105
"13275" 0.1138 0.3211 5.8868484
"13276" 22.1023 0.3426 4.2174424
"13277" 34.2255 0.0402 5.8491933
"13278" 0 0.418 8.8365514
"13279" 0 0.7677 8.987172
"13280" 0 2.0061 7.9830186
"13281" 0 2.2059 3.8910949
"13282" 4.2581 1.45 2.5229344
"13283" 33.537 0.4317 3.7028147
"13284" 0 2.4744 5.7613298
"13285" 0 1.9769 6.162992
"13286" 0 1.3391 5.0960771
"13287" 0 2.1429 2.82418
"13288" 0 2.6615 1.9455452
"13289" 0 2.3817 1.2928457
"13290" 0 1.4858 1.0794637
"13291" 0 0.5668 0.9564539
"13292" 0 1.9759 0.87863475
"13293" 0 2.1995 0.80959663
"13294" 0 1.5299 0.7493484
"13295" 0.1975 1.3424 0.70541667
"13296" 26.0593 0.3591 0.78073138
"13297" 42.022 0.2258 4.2425488
"13298" 0 0.3952 8.96207
"13299" 0.299 0.3385 8.5353059
"13300" 2.2275 1.8599 7.6441179
"13301" 23.0946 0.3453 5.623258
"13302" 0 1.5794 5.5856028
"13303" 0 2.408 4.4182757
"13304" 2.1814 2.1785 3.213289
"13305" 0.0374 3.0386 2.259344
"13306" 0 4.0074 1.5438874
"13307" 0.001 2.7068 1.2213032
"13308" 0 0.9506 1.050594
"13309" 0.0945 1.6601 0.95018174
"13310" 0 2.6168 0.88239805
"13311" 0 2.3075 0.82340426
"13312" 0.0945 1.5726 0.76566489
"13313" 0 1.4063 0.71420213
"13314" 0.0067 1.2458 0.67780142
"13315" 0.0133 2.4264 0.6501906
"13316" 0.5577 0.9919 0.6112766
"13317" 1.438 3.6558 0.60249113
"13318" 0 3.9425 0.57738918
"13319" 0 4.5758 0.54601064
"13320" 17.6669 1.5321 0.53847518
"13321" 4.1456 1.0463 1.0631472
"13322" 0 0.5509 1.0957801
"13323" 2.528 2.3995 1.0857402
"13324" 0.24 4.374 1.0041534
"13325" 0 4.8483 0.85980496
"13326" 0 3.1354 0.75939273
"13327" 12.8422 0.6429 0.66650709
"13328" 0.4667 3.6327 0.76566489
"13329" 0 3.4219 0.84097961
